Question,Answer
Q: Sure.,"A: -- things. And they called me three times for the medical tests. I di-- I was verysurprised -- we were very surprised, not knowing why. By the time -- by this time, Ithink I was expecting a baby -- not yet. Well, anyway, we sa -- finally got the ala --the permission for me to participate. He and his mother, who was in the army too --"
Q: Okay.,"A: -- who was in -- in Russia with him, and he was in the cadet school, as I told you"
"Q: Yeah, yeah.","A: -- in the Persia, and to Iraq, and to the Palestine. But he -- he and his motherwent -- were going -- she was in the army too, so she went, as -- entitled to it, and Iwas put on the list, and we went to the United States. But because it was ending,the program, we were too late to be paid the -- the -- because they -- they -- they gavethe tickets for nothing, to a certain degree, who wouldn't -- who said he's going to."
Q: Right.,"A: We were too late for it, so my future mother-in-law -- all then, not future,mother-in-law, had some friends who lend us her -- some money, who paid the --some ticket transportation, and came in the boat."
Q: Did you land here in New York?,"A: In the -- February, deg52. 1952."
Q: In February 1952.,A: Late February.
Q: Did you ever go back to Lvov?,"A: I visited Lvov couple of times. It was still -- there was definitely -- Poland wasby then free, there were changes. In 90 -- 1996 was the year they had the -- myelementary school, had the 180"" anniversary, and they somehow invited somepeople who were at the school. And my brother, who lives in eng -- one of themlives in England, in England they were much more connected, they knew more ofthe things and he told us that there is a chance to go to -- to Lvov, as part of the --"
Q: Right.,A: -- group --
Q: Right.,"A: -- for that occasion. So ""96 --"
Q: Is when you went.,"A: -- was my -- with my brothers, who were also started the school -- lower grade --"
Q: Yeah.,"A: -- but started the school, and when one from then Texas, and my oth -- the olderbrother lives in Texas now [indecipherable] but he went -- came here, and we wenttogether to -- to --"
Q: Lvov.,A: -- Poland.
"Q: Yeah. You have shared today a really -- an amazing story. As I said earlier, it","A: That's a very difficult question. You have to stick to your ethics, to what youlearned as a -- whether it was only in school, or it was only in religion, or also onlyfrom watching your parents, watching the people -- I -- I consider myself lucky thateven in Africa in the high school, we had extremely good people, honorable people, The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.143Interview with Maria Pawulska RasiejMay 8, 2013who were thinking along the lines that I was thinking, not carpe diem type of thing"
Q: Yeah.,"A: -- not lightly look at -- at life. Be of some use to humanity. Be a -- a person whohas lived, but gave something of herself to the -- to return for good, that somehow Ireceived from time to time, throughout these difficult times. And also, I wo --maybe I always wanted something more serious, even if-- I remember in small -- inthe small grades they -- that I wasn't a flighty, stupid, young girl, who just from oneice cream would go to a stupid movie although my parents would know where Icould go, or where I shouldn't go. But anyway, I think that life is much moreserious than just to catch up, or a false fame by something --"
