Question,Answer
Q: Okay.,"A: So -- so w-we -- we climbed underneath and started running towards the front,because we went til -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.133Interview with Stanistawa TobisJanuary 28, 2015"
"Q: Oh, I see.","A: -- til now to the back. So we were running, and -- and here is the door opened,and -- and Mr. whatever stands in the door and come on, give me hand, give mehand. And -- and he pulls us what -- with arm, one arm and -- and the -- I guess hewas pulling so fast that -- that -- and we were light, we were still hungry and -- and --and -- and skinny. So -- so he pulled us in. And he f--"
"Q: And do you remember the train station, what the name of it was?",A: Maybe in the book.
Q: Okay.,"A: Because I -- I don't remember, at this point."
"Q: Was this very far into the journey, close to the beginning --","A: Oh yes, yes."
Q: -- or close to the end?,"A: That was whole day, as we started at -- at noon --"
Q: Okay.,A: -- the train was speeding.
Q: Okay.,"A: Speeding and speeding and speeding. And just stopped at the pi -- or stopped ordidn't stop, or just whistled woo-oo0 and go and go and go, until we passed, I think The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.134Interview with Stanistawa TobisJanuary 28, 2015Ural mountains. So, from Vologda to -- to the Ural mountains, and then -- and thenhe stops. Apparently he tried as fast and as farthest to get because Germans are --airplanes are flying. And if they saw the -- I think that during the day they could go.At night, train -- the airplanes would -- would be bombar -- bombarding the train. Soanyway -- so we -- we are at the -- at the train, and -- and -- and another day, but -- butwas stopping more often. So whatever station we would -- we would come out andcall Mamo, Mamo, Mama, you know, and -- and -- and nobody -- nobody --"
"Q: So you had been on the train for one whole day when it stopped at a station, your",A: Right.
"Q: And so -- and then, at each subsequent station, when the train would stop, you","A: We would go out, yeah."
Q: Okay. Okay.,"A: And then -- and then we -- the whole -- whole day and night, and -- and -- kept ongoing, we were going for a certain time that I don't remember. And finally we gotto the southern state, but now it's a different country, Kirghizia."
"Q: Ah, Kyrgyzstan.","A: Kyrgyzstan. And they're separate now. So -- and there was, in Jalabad(ph), wasPolish army already. Whatever they are -- they are -- were, you know, part of them,you know, and -- and they gave us good food, and -- an-and we were, you know --but no Mama."
"Q: So how long did -- yeah, how long did the trip from Vologda to Jalabad(ph)","A: Probably about three -- three weeks, or something like that."
Q: And you lost your mother on the first day?,"A: No, week. We were traveling from the first station to Vologda for a week."
Q: Okay.,"A: Over there we were traveling only during the day, and at night would be standingin a secluded area."
Q: The train.,A: The train. So the -- the --
Q: Okay.,"A: -- the airplanes wouldn't see. And then in Vologda, we were stand -- staying forwhole week."
"Q: Oh, so two weeks from -- so it was --","A: Two weeks, yes.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.136Interview with Stanistawa TobisJanuary 28, 2015"
Q: Okay.,"A: So -- so there, every day, they would be telling us, we will leave today. We willleave today and -- and -- and we started going, and whatever. So for a whole weekmy mom was always living with that nervous, oh, I'm going for bread, or -- or -- ormy daughter is going for -- because which she would send Irka(ph) and me, andwhatever -- whichever felt little better. So -- so we -- we were constantly separated,and -- and she was nervous about losing us. And then -- then finally her systemcouldn't hold it, and -- and she says, we -- we don't have nothing to eat, so -- so sheis going. And she didn't even listen to us, what we -- now, of course, which motherlistens to a child? So -- so anyway, after -- wait, what did I want to say?"
Q: In Vologda --,A: Okay.
Q: -- you had to wait a week.,A: Yes.
Q: But you were already on the boxcar.,A: Oh we -- we were in the same boxcar that we paid in -- in -- in the first station.
Q: And the fir -- what was the name of the first station?,A: Tha-That's the problem.
Q: You don't remember.,A: In my book.
"Q: It's okay. Okay. And it was -- but then you traveled for a full day, and then at one","A: Yeah. And at -- that day an -- day, because each day they were saying that wewill leave, we will leave, you know, at noon, or in the evening, and this. And then,at that day, they se -- they were saying the same thing. And a-- I don't know,Irka(ph) or -- or I was -- I think Irka(ph) probably, was for the bread. And she comeback. Maybe she ti -- she"" I tell you --"
"Q: Okay, yeah.","A: -- straighten me out. And -- and whoever was there, came back."
Q: Okay.,"A: So -- so then my mom decided she will go. And -- and she did go. And we werecrying, we were asking her and didn't work. So --"
